time,voltage
0.0175,-63.34563350192795
0.0176,-64.97399621624419
0.0177,-62.092931845685364
0.0178,-65.52931366647591
0.0179,-59.55966166682076
0.018,-63.74866530446999
0.0181,-66.71431511283257
0.0182,-67.14178499612223
0.0183,-64.03505516951363
0.0184,-65.4469255706517
0.0185,-63.57199901181582
0.0186,-64.05352475085292
0.0187,-65.14565782531375
0.0188,-66.69358743613681
0.0189,-68.02969444937173
0.019,-65.89302990413404
0.0191,-63.28720241135306
0.0192,-64.5718125117396
0.0193,-67.49147755742398
0.0194,-64.65363814829763
0.0195,-64.22936524054232
0.0196,-66.76771487240227
0.0197,-64.69254978810895
0.0198,-64.883582563108
0.0199,-67.28594059566124
0.02,-64.28442527930343
0.0201,-63.87843094726353
0.0202,-62.83389751364945
0.0203,-62.89239589593019
0.0204,-67.75533873591418
0.0205,-66.87565007983025
0.0206,-63.96992946558268
0.0207,-63.972428098175584
0.0208,-63.969904627387905
0.0209,-57.294537018690555
0.021,-63.858218978613664
0.0211,-62.728868719638804
0.0212,-63.091996473013594
0.0213,-63.6972174973884
0.0214,-65.6305384892807
0.0215,-63.48206155901347
0.0216,-66.54565042907514
0.0217,-65.47363721348002
0.0218,-65.9707270956582
0.0219,-64.83625172122736
0.022,-60.370682866652984
0.0221,-68.73453038518349
0.0222,-63.62747961925097
0.0223,-68.2254317423793
0.0224,-65.94386373157887
0.0225,-62.82209880606527
0.0226,-64.87143996180907
0.0227,-67.15548955585861
0.0228,-66.43060741851994
0.0229,-63.64080450213065
0.023,-66.46073326343428
0.0231,-64.56708282083605
0.0232,-64.90885632019237
0.0233,-66.30320069521163
0.0234,-60.712111821349346
0.0235,-63.73216195536398
0.0236,-69.05028517331522
0.0237,-64.62709137046114
0.0238,-66.32357292953678
0.0239,-63.29513333040755
0.024,-66.5850414768654
0.0241,-65.22947288293379
0.0242,-63.990025442039084
0.0243,-63.26848961165976
0.0244,-67.40059281411155
0.0245,-65.66900247168189
0.0246,-65.94989062232192
0.0247,-66.30665846514742
0.0248,-61.469091519437804
0.0249,-64.1900365780781
0.025,-67.52176790867009
0.0251,-63.16427610589045
0.0252,-60.755687605974735
0.0253,-62.93506947889771
0.0254,-68.03873993190803
0.0255,-65.9684681457325
0.0256,-62.466177701626755
0.0257,-66.41533893123756
0.0258,-64.11236114370755
0.0259,-63.450731893141324
0.026,-66.85386094315616
0.0261,-65.1190507121236
0.0262,-71.48253468013814
0.0263,-67.04877528266859
0.0264,-65.50513630278633
0.0265,-67.4955663639297
0.0266,-61.73517739213673
0.0267,-67.86028275592126
0.0268,-65.88008897339397
0.0269,-64.73851884542782
0.027,-62.11745342186777
0.0271,-67.87172430235888
0.0272,-62.673672495690084
0.0273,-64.97953387796083
0.0274,-66.9630173020959
0.0275,-64.07579305147345
0.0276,-64.60188060885307
0.0277,-66.20043375431759
0.0278,-64.86039583001997
0.0279,-65.77062719372353
0.028,-64.77296530949751
0.0281,-63.6757386509579
0.0282,-61.827966367709294
0.0283,-67.4756309976537
0.0284,-60.733933250687464
0.0285,-68.904175599045
0.0286,-65.30357019007117
0.0287,-63.82336558703085
0.0288,-64.43801626452994
0.0289,-66.24539903964119
0.029,-65.41624450071455
0.0291,-65.98600186931766
0.0292,-66.17872951388843
0.0293,-63.300795805957954
0.0294,-64.2859690280699
0.0295,-66.3858191905213
0.0296,-63.2008002491335
0.0297,-64.38540095824678
0.0298,-63.37427576232208
0.0299,-63.740742316152776
0.03,-66.65799002184414
0.0301,-66.12036208039395
0.0302,-63.50541278975348
0.0303,-63.77925946913307
0.0304,-65.0418031879283
0.0305,-64.76534523338243
0.0306,-62.44467020842315
0.0307,-66.18314277767166
0.0308,-63.905805237659926
0.0309,-65.40438530486779
0.031,-65.43536240645444
0.0311,-62.80244629602562
0.0312,-63.34916730202394
0.0313,-63.37298072799872
0.0314,-62.38904238569134
0.0315,-64.95799231673448
0.0316,-63.63609405741007
0.0317,-65.62053351318691
0.0318,-64.35166729502312
0.0319,-65.26028610873537
0.032,-64.80600807001457
0.0321,-63.80968594912617
0.0322,-66.63644136646694
0.0323,-60.81522544862908
0.0324,-67.0120347629994
0.0325,-67.42837722557546
0.0326,-62.683778252999865
0.0327,-63.416674612074125
0.0328,-63.75176036589569
0.0329,-63.74330898147144
0.033,-65.02449354569383
0.0331,-66.79450874297166
0.0332,-64.84839088361255
0.0333,-66.35432342302423
0.0334,-63.049760533164495
0.0335,-65.29411476300427
0.0336,-66.65099439358502
0.0337,-65.64277168330598
0.0338,-64.17413709144876
0.0339,-66.12744910560795
0.034,-66.64444079113287
0.0341,-64.51262557701618
0.0342,-64.51006685778256
0.0343,-66.01388635074225
0.0344,-65.94207661123664
0.0345,-64.53590012528473
0.0346,-67.89616868299464
0.0347,-67.8149275487531
0.0348,-66.43688844250487
0.0349,-65.4268943034237
0.035,-64.37818486880398
0.0351,-62.049287566100894
0.0352,-63.284680753595964
0.0353,-65.31987705992685
0.0354,-65.03803241580538
0.0355,-67.00505872927562
0.0356,-65.03702627198479
0.0357,-65.57731727784028
0.0358,-64.35456287932382
0.0359,-66.65446188710465
0.036,-63.96130697151766
0.0361,-61.93452217399484
0.0362,-65.21752029691372
0.0363,-64.19657655580211
0.0364,-63.61971201657777
0.0365,-65.80244094377167
0.0366,-64.55181503637917
0.0367,-64.97481519843642
0.0368,-64.80464780290234
0.0369,-66.54601956771093
0.037,-64.95097965148211
0.0371,-64.0040034175091
0.0372,-62.097712784409914
0.0373,-63.08145834782959
0.0374,-60.69363508497689
0.0375,-66.5346951257761
0.0376,-63.25535872655864
0.0377,-64.6333159885233
0.0378,-60.62039413356466
0.0379,-66.6165965707103
0.038,-66.67944368436156
0.0381,-66.19878529088804
0.0382,-69.24779144861961
0.0383,-66.05151004336152
0.0384,-66.5182653231074
0.0385,-64.69921242704758
0.0386,-64.31648804844568
0.0387,-61.247658321568224
0.0388,-63.0991523236279
0.0389,-66.15380731132481
0.039,-66.79682934269671
0.0391,-64.016161656987
0.0392,-67.64046641404128
0.0393,-61.33708246829129
0.0394,-62.64111975855742
0.0395,-65.9383513042094
0.0396,-68.42626905818176
0.0397,-62.292255251669175
0.0398,-65.22907969050523
0.0399,-62.52436737605308
0.04,-68.18885531758873
0.0401,-66.19875004590754
0.0402,-64.98951260056363
0.0403,-64.90603881247051
0.0404,-65.90013094295848
0.0405,-63.754300135305
0.0406,-67.13524085876519
0.0407,-65.28475897004259
0.0408,-64.7594087365762
0.0409,-63.971122331882505
0.041,-63.57677024382222
0.0411,-67.24928418367574
0.0412,-68.06822834147124
0.0413,-62.44464635620298
0.0414,-64.33537197604082
0.0415,-66.49697307311311
0.0416,-61.897696048954955
0.0417,-64.76865073141428
0.0418,-62.641405631872345
0.0419,-64.86496303717978
0.042,-60.878504150236026
0.0421,-61.48931831511359
0.0422,-65.49792829695815
0.0423,-63.05685809809129
0.0424,-63.709248100829704
0.0425,-62.2627368849353
0.0426,-66.9298469211602
0.0427,-63.62789708000312
0.0428,-62.88315102630082
0.0429,-68.51747897284623
0.043,-67.36651702533155
0.0431,-69.0784643555202
0.0432,-65.53881366888912
0.0433,-63.564915488408076
0.0434,-61.995285895807946
0.0435,-64.85181043916045
0.0436,-61.742768908857414
0.0437,-67.76020291642978
0.0438,-68.4067648787103
0.0439,-65.11109539779324
0.044,-64.23186910212138
0.0441,-65.06538949618819
0.0442,-69.13488420007975
0.0443,-65.17824007902557
0.0444,-67.6089390010097
0.0445,-63.66065490233992
0.0446,-64.2668035078063
0.0447,-66.8797595726547
0.0448,-66.02773383467338
0.0449,-67.1184270437779
0.045,-65.12535819454634
0.0451,-63.08971535899752
0.0452,-66.97145209267109
0.0453,-63.99190696896431
0.0454,-66.06051523674488
0.0455,-66.5857456645247
0.0456,-65.21406071990911
0.0457,-67.07048464483874
0.0458,-66.10729861069436
0.0459,-67.3957557851777
0.046,-61.07054973416722
0.0461,-64.92947289605654
0.0462,-66.39945101598516
0.0463,-64.57204017853155
0.0464,-65.22465609938166
0.0465,-65.44193919906644
0.0466,-63.77166659991315
0.0467,-63.48498457990539
0.0468,-66.06100229522106
0.0469,-66.15163648128936
0.047,-65.55010339430329
0.0471,-69.60384232947116
0.0472,-68.03038212439711
0.0473,-62.26625146511095
0.0474,-61.71006457299743
0.0475,-65.49807207911276
0.0476,-63.84688607388847
0.0477,-64.37749969091293
0.0478,-58.84223838308952
0.0479,-62.76085017713085
0.048,-65.25583518296153
0.0481,-66.91108088120085
0.0482,-68.21289264051515
0.0483,-64.59307272826555
0.0484,-66.5127014905686
0.0485,-67.84450741919535
0.0486,-66.29314576848505
0.0487,-67.16309600722879
0.0488,-61.62571672985487
0.0489,-63.2367204861011
0.049,-65.01594528263324
0.0491,-62.04011172221995
0.0492,-64.84526338470477
0.0493,-66.72256840265652
0.0494,-61.95375184546069
0.0495,-63.92217991263068
0.0496,-67.0744923086529
0.0497,-65.38067735616721
0.0498,-66.75123650676952
0.0499,-67.76559946192867
0.05,-63.14764490493672
0.0501,-61.18116671905974
0.0502,-67.79713514763829
0.0503,-63.87406152661886
0.0504,-66.30128513824366
0.0505,-65.9742507675294
0.0506,-66.18478784847774
0.0507,-66.72798153935963
0.0508,-64.90295674411034
0.0509,-66.66190023282208
0.051,-64.45908634844032
0.0511,-65.10047621889828
0.0512,-65.47789609373282
0.0513,-66.81512732408319
0.0514,-66.15354266113667
0.0515,-63.489217548348485
0.0516,-63.99816562475124
0.0517,-66.9551104895971
0.0518,-64.80133538914154
0.0519,-63.49722575325642
0.052,-68.33881056224274
0.0521,-63.91327961524013
0.0522,-66.3252475178917
0.0523,-63.85880266281368
0.0524,-66.52651831308503
0.0525,-68.60976420132904
0.0526,-68.25508487576633
0.0527,-64.90383010667723
0.0528,-64.48055499655703
0.0529,-66.80863325020881
0.053,-63.72281508244525
0.0531,-68.32304012453793
0.0532,-65.13215959729463
0.0533,-67.42203239952491
0.0534,-66.30367221560432
0.0535,-64.90520265736717
0.0536,-66.72082673056791
0.0537,-65.76911108845965
0.0538,-62.98741438157112
0.0539,-66.1537837390463
0.054,-63.328615775869714
0.0541,-67.25941370931524
0.0542,-63.94039164416944
0.0543,-62.1168627586842
0.0544,-69.94328900025458
0.0545,-66.59379051094095
0.0546,-63.84585574563892
0.0547,-65.40609077208599
0.0548,-64.25770825325738
0.0549,-66.20797037343164
0.055,-64.8268204250542
0.0551,-65.31135447078415
0.0552,-62.664435876680386
0.0553,-64.49115831339758
0.0554,-64.3247946758496
0.0555,-65.82375393224494
0.0556,-65.97521244814499
0.0557,-65.86511637563925
0.0558,-64.2110957152434
0.0559,-65.84196896164053
0.056,-64.42045028620717
0.0561,-60.84919840270912
0.0562,-63.25775059313661
0.0563,-65.65204706433568
0.0564,-62.59757215567211
0.0565,-65.8161507460431
0.0566,-69.07624907035571
0.0567,-67.01617262183481
0.0568,-68.74158384205171
0.0569,-65.70302696808261
0.057,-64.96316324162089
0.0571,-61.647125375449434
0.0572,-64.34614525247167
0.0573,-65.43820105761773
0.0574,-63.34118883763302
0.0575,-69.42227061801577
0.0576,-64.52877088378287
0.0577,-63.45826961222607
0.0578,-67.95717249155969
0.0579,-62.71249191358614
0.058,-64.32300718501118
0.0581,-65.8305758278016
0.0582,-63.73443626778743
0.0583,-60.45861428439121
0.0584,-64.63626748988301
0.0585,-64.50355882739933
0.0586,-65.91872179908049
0.0587,-66.69968873892958
0.0588,-63.33932836691151
0.0589,-66.71216765181774
0.059,-64.85686752556121
0.0591,-65.95531489353023
0.0592,-64.04204034850721
0.0593,-64.3326757894261
0.0594,-62.9249201114842
0.0595,-66.02003279770949
0.0596,-65.53974987058675
0.0597,-66.95752743156461
0.0598,-65.88858652015222
0.0599,-64.2453990139103
0.06,-63.4860227667093
0.0601,-66.84433064835525
0.0602,-63.26078815978868
0.0603,-62.2887242823901
0.0604,-64.1731301935526
0.0605,-61.24640837488387
0.0606,-66.54757839820715
0.0607,-67.48930940662284
0.0608,-68.55744049780856
0.0609,-62.007911377021635
0.061,-63.69126868729188
0.0611,-65.11116934182091
0.0612,-64.44006274736036
0.0613,-67.25097809459675
0.0614,-60.10849604076635
0.0615,-64.74155763604955
0.0616,-64.78121041079021
0.0617,-63.548466752202614
0.0618,-64.03798153652657
0.0619,-64.55223195144174
0.062,-66.58094891089063
0.0621,-64.057063285728
0.0622,-61.235951007049934
0.0623,-62.309159907690045
0.0624,-61.813626746721205
0.0625,-66.02243135286237
0.0626,-66.97920964051715
0.0627,-65.2515738401993
0.0628,-64.88855017542261
0.0629,-62.8116169630581
0.063,-68.38492925942964
0.0631,-61.94089936107877
0.0632,-65.31601579715797
0.0633,-65.85376213989484
0.0634,-67.02420875052033
0.0635,-68.30971334373154
0.0636,-63.35365883207617
0.0637,-64.8533640656232
0.0638,-67.57992179948211
0.0639,-67.59015754412724
0.064,-65.67156939858026
0.0641,-61.66195694942122
0.0642,-65.5191827027272
0.0643,-68.00628590623622
0.0644,-65.49148612817189
0.0645,-65.54544713949534
0.0646,-70.39377328588314
0.0647,-65.10858973303563
0.0648,-65.46186906041736
0.0649,-63.607587270373166
0.065,-61.30208781010931
0.0651,-62.74686994090449
0.0652,-65.53777738110966
0.0653,-67.21305181748335
0.0654,-59.85328039350028
0.0655,-64.88156313197102
0.0656,-64.97214141617411
0.0657,-65.04825017422
0.0658,-64.60383047846429
0.0659,-65.28872082384788
0.066,-66.14732401376047
0.0661,-66.09371788248079
0.0662,-65.065506540432
0.0663,-66.08684954226753
0.0664,-66.42569156535433
0.0665,-64.78713954461621
0.0666,-65.50995443484172
0.0667,-61.992014022834624
0.0668,-70.30193961678603
0.0669,-62.81698629615508
0.067,-62.507829615004745
0.0671,-69.1467804648163
0.0672,-65.68537518816069
0.0673,-65.74288173199159
0.0674,-67.81502338943564
0.0675,-66.55563337518176
0.0676,-67.22115169093166
0.0677,-61.495459113152755
0.0678,-63.128643213705075
0.0679,-62.45688981001168
0.068,-63.55665587191353
0.0681,-67.25810354243445
0.0682,-66.04904053255954
0.0683,-64.02125087754416
0.0684,-67.4442556177839
0.0685,-63.574003139655225
0.0686,-65.48065079631627
0.0687,-65.7496416150992
0.0688,-63.57808006359302
0.0689,-64.11147337702792
0.069,-65.72193233163816
0.0691,-62.681340393271505
0.0692,-67.1621266551998
0.0693,-63.768128786111475
0.0694,-63.81379748406323
0.0695,-65.61909287862798
0.0696,-64.34773395551576
0.0697,-67.5022271527706
0.0698,-63.1519459615862
0.0699,-65.36980427288597
0.07,-66.04544604103808
0.0701,-62.90198154832622
0.0702,-66.40868738108551
0.0703,-67.81692259272712
0.0704,-68.1132583470478
0.0705,-63.78798009730872
0.0706,-67.56085870499257
0.0707,-61.49041163603127
0.0708,-69.16385881576744
0.0709,-61.60708726341992
0.071,-64.57796506559477
0.0711,-65.19342622374079
0.0712,-66.0898381736179
0.0713,-64.20172777129586
0.0714,-65.07526940484969
0.0715,-62.79339623596696
0.0716,-64.77154470267593
0.0717,-64.69939647707625
0.0718,-65.72722442442772
0.0719,-65.11389124744214
0.072,-64.38439646221588
0.0721,-68.42033678531325
0.0722,-67.69637084421143
0.0723,-63.51347181195457
0.0724,-64.65826912374412
0.0725,-65.36796667270536
0.0726,-64.96313213386921
0.0727,-64.30483658927666
0.0728,-66.07951936061872
0.0729,-66.55660945080463
0.073,-64.60830948980464
0.0731,-66.95674555523006
0.0732,-64.18349448857106
0.0733,-68.40516720847567
0.0734,-62.94168872534871
0.0735,-64.05480503517391
0.0736,-64.48794053137225
0.0737,-63.03461803210897
0.0738,-61.66905111107485
0.0739,-62.97125986996374
0.074,-68.6817484626633
0.0741,-67.5591539334714
0.0742,-66.24963715539135
0.0743,-64.94781789957834
0.0744,-63.96468195906176
0.0745,-66.45148762630693
0.0746,-64.62646647104584
0.0747,-66.51076586470664
0.0748,-66.2230356059839
0.0749,-67.81332219369645
0.075,-66.84646649222181
0.0751,-67.70336921123267
0.0752,-66.95174650595466
0.0753,-62.892716406784324
0.0754,-66.89879777766389
0.0755,-59.73523587032522
0.0756,-64.01336419823822
0.0757,-64.63032775261026
0.0758,-66.71671556036243
0.0759,-63.59938024118202
0.076,-66.15127565247555
0.0761,-64.75598037070928
0.0762,-59.87983092346241
0.0763,-65.1921197994493
0.0764,-62.70145334742865
0.0765,-66.40635285025178
0.0766,-65.06997698099393
0.0767,-61.45839872872898
0.0768,-66.25393411557553
0.0769,-61.37510288400614
0.077,-63.58449612908905
0.0771,-66.12493355178853
0.0772,-63.73518452188896
0.0773,-63.05489110074654
0.0774,-63.75638007556561
0.0775,-68.14044943978091
0.0776,-66.45427435164974
0.0777,-65.49503727110302
0.0778,-65.1488668582001
0.0779,-63.758655804898645
0.078,-64.64459799813349
0.0781,-67.6706887174202
0.0782,-64.23960429798808
0.0783,-63.77882850943235
0.0784,-63.88041910413792
0.0785,-62.83843854889076
0.0786,-63.33215569090219
0.0787,-64.08163984154312
0.0788,-65.1403314229173
0.0789,-68.32192186703199
0.079,-64.14076356173483
0.0791,-64.58462462567378
0.0792,-64.45684232560926
0.0793,-67.55349715164061
0.0794,-67.16211308081652
0.0795,-62.89369429333419
0.0796,-65.07911030771331
0.0797,-63.63699860525475
0.0798,-64.94336324773907
0.0799,-64.94048772100851
0.08,-63.123432388048
0.0801,-66.03208945643475
0.0802,-64.80775844611803
0.0803,-65.92455057741009
0.0804,-65.86899245486462
0.0805,-65.61834424693728
0.0806,-64.55573245673257
0.0807,-65.95749724332696
0.0808,-62.48848774885296
0.0809,-66.78921460443901
0.081,-65.37374328832271
0.0811,-65.87946211654835
0.0812,-62.106044231292536
0.0813,-64.60689044697685
0.0814,-62.93631092106273
0.0815,-67.97112074607395
0.0816,-64.46589946826148
0.0817,-63.22073840875313
0.0818,-64.83543202144915
0.0819,-62.869039249869296
0.082,-66.03457690020075
0.0821,-62.18130511962884
0.0822,-60.4022037527615
0.0823,-65.72567712087931
0.0824,-65.89100504280154
0.0825,-62.0932310457646
0.0826,-61.84085570853858
0.0827,-66.04572005430654
0.0828,-65.84037363419172
0.0829,-65.56356921772101
0.083,-67.68890102206855
0.0831,-66.8373038929684
0.0832,-67.00828153350413
0.0833,-66.53559513020825
0.0834,-65.06936977477356
0.0835,-64.53157053492696
0.0836,-61.898999014371846
0.0837,-66.99670808147758
0.0838,-63.031355203046836
0.0839,-65.42797768845102
0.084,-65.09892741930487
0.0841,-63.65036101566679
0.0842,-67.24544404312459
0.0843,-64.2351805076319
0.0844,-64.66709558357388
0.0845,-64.01509747198371
0.0846,-64.42166271218436
0.0847,-60.089399720178214
0.0848,-66.27547996850264
0.0849,-66.06199391000364
0.085,-66.24628105284953
0.0851,-66.1109542383205
0.0852,-66.27477425461304
0.0853,-62.6219669377849
0.0854,-62.15899150402029
0.0855,-66.14149258749896
0.0856,-66.66471114620846
0.0857,-64.05716888722719
0.0858,-66.10444608856194
0.0859,-63.734136364488975
0.086,-64.5941539582974
0.0861,-68.03148822999447
0.0862,-61.90498959733988
0.0863,-61.40824465380896
0.0864,-66.22557738096877
0.0865,-65.77540311987197
0.0866,-64.42826921855018
0.0867,-64.33108642002595
0.0868,-63.68291145465434
0.0869,-60.9795909224673
0.087,-65.3538944549881
0.0871,-66.5965944890769
0.0872,-67.75863845602906
0.0873,-66.46186007988383
0.0874,-65.06625394574759
0.0875,-61.410884272964424
0.0876,-66.03522259807234
0.0877,-64.5524240967222
0.0878,-65.03284579214551
0.0879,-62.62321345310383
0.088,-59.94613514825276
0.0881,-66.06173754584064
0.0882,-65.97887888503645
0.0883,-62.91167824586186
0.0884,-63.636217020747374
0.0885,-61.30658534852793
0.0886,-63.832143629348074
0.0887,-65.71858418157412
0.0888,-63.81869033861538
0.0889,-62.782592838834184
0.089,-63.359035637605274
0.0891,-63.985451937785406
0.0892,-62.866650620821694
0.0893,-62.66140881910866
0.0894,-62.235682017924944
0.0895,-63.702580224820714
0.0896,-65.33423616063371
0.0897,-64.70657262713335
0.0898,-62.58698206698329
0.0899,-66.63387134197447
0.09,-64.2626533822542
0.0901,-65.78667762465471
0.0902,-64.94251035413036
0.0903,-62.443096274785404
0.0904,-64.6178018639602
0.0905,-64.9071269036877
0.0906,-67.71971228195984
0.0907,-63.50749286794556
0.0908,-63.70903163771785
0.0909,-60.67349055338908
0.091,-65.615556469906
0.0911,-64.56169934467212
0.0912,-64.50123263257849
0.0913,-61.84509344047305
0.0914,-65.1905910647739
0.0915,-64.44195694845932
0.0916,-63.78420698056692
0.0917,-64.62678175368728
0.0918,-65.89286722910106
0.0919,-64.61182001420339
0.092,-62.85273650028046
0.0921,-67.05303059882212
0.0922,-64.73406065170624
0.0923,-66.40024162987835
0.0924,-62.609906742150315
0.0925,-68.04637380956756
0.0926,-66.11784369454318
0.0927,-64.24557624987096
0.0928,-61.86895194153132
0.0929,-65.13150052214597
0.093,-66.1103990533864
0.0931,-61.23768586111882
0.0932,-67.89602780083248
0.0933,-69.39761191324017
0.0934,-64.11997109989333
0.0935,-66.00410844870522
0.0936,-67.04246563426143
0.0937,-63.5832871054013
0.0938,-64.5123985724576
0.0939,-66.12815726147346
0.094,-67.56060879734179
0.0941,-63.25508534343971
0.0942,-63.69959764408268
0.0943,-65.19835172755876
0.0944,-61.30672600790467
0.0945,-67.14016953265231
0.0946,-68.05105034184947
0.0947,-66.38381613976249
0.0948,-65.091172032711
0.0949,-64.51332110135462
0.095,-65.48247211571265
0.0951,-64.29588920697141
0.0952,-67.5030788483809
0.0953,-62.11247079185348
0.0954,-65.16430235678514
0.0955,-62.76540833682375
0.0956,-64.31454930724459
0.0957,-64.08649356169244
0.0958,-63.860465439535595
0.0959,-64.10458287996536
0.096,-63.714554480264916
0.0961,-62.341694939735135
0.0962,-64.60695766059706
0.0963,-63.581992484822976
0.0964,-65.17947138857446
0.0965,-62.119765569101055
0.0966,-66.35278460411854
0.0967,-61.398119134178366
0.0968,-65.08031590128869
0.0969,-67.8615502042361
0.097,-64.74379117017843
0.0971,-66.36210331494976
0.0972,-63.318712902022554
0.0973,-66.30524795860478
0.0974,-65.89236686642955
0.0975,-68.77908146189107
0.0976,-65.90461263849815
0.0977,-69.84775865325791
0.0978,-68.16780564697144
0.0979,-63.4791706877114
0.098,-63.428399682698334
0.0981,-64.14908487643007
0.0982,-66.93395228625843
0.0983,-65.09542271228396
0.0984,-65.00720507818113
0.0985,-67.31672937838509
0.0986,-61.9932033964657
0.0987,-63.24527541884866
0.0988,-65.44192834765933
0.0989,-64.94622832201094
0.099,-64.5832343841049
0.0991,-69.08346973684858
0.0992,-65.4943547650412
0.0993,-66.36396849599559
0.0994,-67.00324001978983
0.0995,-65.5622005857719
0.0996,-61.40462694630096
0.0997,-63.71831427746598
0.0998,-66.14235797956559
0.0999,-63.854834437287685
0.1,-62.201289126827994
0.1001,-63.15073263417446
0.1002,-64.88073926015966
0.1003,-66.29387355541115
0.1004,-63.60355337277282
0.1005,-64.2130292291565
0.1006,-63.209613559944536
